file,layer_name,type,priority,x,y,width,height,z_index,canvas_width,canvas_height,kv_canvas_width,kv_canvas_height,kv_x,kv_y,kv_width,kv_height,kv_z_index,is_in_kv
Gatorade_NFL_624X1420.psd,COPY,TEXT,2,27,123,485,124,4,624,1420,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
Gatorade_NFL_640X160.psd,BACKGROUND,BACKGROUND,-1,0,0,640,160,0,640,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_NFL_640X160.psd,SKUs,PRODUCT,2,296,-4,353,165,1,640,160,1920.0,1080.0,724.0,48.0,1498.0,986.0,1.0,1
Gatorade_NFL_640X160.psd,LOGO,LOGO,0,224,85,83,49,2,640,160,1920.0,1080.0,222.0,674.0,414.0,244.0,5.0,1
Gatorade_NFL_640X160.psd,COPY,TEXT,2,30,32,239,54,3,640,160,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
Gatorade_NFL_640X160.psd,SUB HEADING,TEXT,2,31,98,142,16,4,640,160,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
Gatorade_RR_300X250.psd,BACKGROUND,BACKGROUND,-1,0,0,300,250,0,300,250,,,,,,,,0
Gatorade_RR_300X250.psd,SKUs,PRODUCT,2,40,65,238,148,1,300,250,,,,,,,,0
Gatorade_RR_300X250.psd,CTA,CTA,3,18,216,264,28,2,300,250,,,,,,,,0
Gatorade_RR_300X250.psd,COPY,TEXT,2,87,14,187,51,3,300,250,,,,,,,,0
Gatorade_RR_300X250.psd,LOGO,LOGO,0,27,12,49,54,4,300,250,,,,,,,,0
Gatorade_RR_728X90.psd,BACKGROUND,BACKGROUND,-1,0,0,728,90,0,728,90,,,,,,,,0
Gatorade_RR_728X90.psd,SKUs,PRODUCT,2,366,0,147,90,1,728,90,,,,,,,,0
Gatorade_RR_728X90.psd,CTA,CTA,3,521,19,189,52,2,728,90,,,,,,,,0
Gatorade_RR_728X90.psd,LOGO,LOGO,0,14,5,73,80,3,728,90,,,,,,,,0
Gatorade_RR_728X90.psd,COPY,TEXT,2,110,12,242,66,4,728,90,,,,,,,,0
Gatorade_RR_896X504.psd,BACKGROUND,BACKGROUND,-1,0,0,896,504,0,896,504,,,,,,,,0
Gatorade_RR_896X504.psd,SKUs,PRODUCT,2,372,74,566,352,1,896,504,,,,,,,,0
Gatorade_RR_896X504.psd,COPY,TEXT,2,20,250,343,92,2,896,504,,,,,,,,0
Gatorade_RR_896X504.psd,LOGO,LOGO,0,150,132,82,91,3,896,504,,,,,,,,0
Holiday_1080X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,1080,1080,0,1080,1080,,,,,,,,0
Holiday_1080X1080.psd,LOGO,LOGO,0,83,382,854,289,1,1080,1080,,,,,,,,0
Holiday_1080X1080.psd,LEGAL,LEGAL,3,524,1029,546,46,2,1080,1080,,,,,,,,0
Holiday_1200X628.psd,BACKGROUND,BACKGROUND,-1,-74,-445,1522,1142,0,1200,628,,,,,,,,0
Holiday_1200X628.psd,LOGO,LOGO,0,207,192,751,254,1,1200,628,,,,,,,,0
Holiday_1200X628.psd,LEGAL,LEGAL,3,772,582,424,42,2,1200,628,,,,,,,,0
Holiday_720X1280.psd,BACKGROUND,BACKGROUND,-1,0,0,720,1280,0,720,1280,,,,,,,,0
Holiday_720X1280.psd,LOGO,LOGO,0,-3,472,682,231,1,720,1280,,,,,,,,0
Holiday_720X1280.psd,LEGAL,LEGAL,3,311,1243,414,42,2,720,1280,,,,,,,,0
Holiday_800X419.psd,BACKGROUND,BACKGROUND,-1,0,0,800,419,0,800,419,,,,,,,,0
Holiday_800X419.psd,LOGO,LOGO,0,138,129,501,168,1,800,419,,,,,,,,0
Holiday_800X419.psd,LEGAL,LEGAL,3,510,383,292,38,2,800,419,,,,,,,,0
MDew_1920X2160.psd,BACKGROUND,BACKGROUND,-1,0,0,1920,2160,0,1920,2160,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_1920X2160.psd,SKUs,PRODUCT,2,948,803,629,1857,1,1920,2160,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_1920X2160.psd,SKUs,PRODUCT,2,345,803,624,1857,2,1920,2160,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_1920X2160.psd,COPY,TEXT,2,405,27,1110,777,3,1920,2160,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_320X540.psd,BACKGROUND,BACKGROUND,-1,0,0,320,540,0,320,540,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_320X540.psd,SKUs,PRODUCT,2,149,192,159,471,1,320,540,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_320X540.psd,SKUs,PRODUCT,2,14,192,158,471,2,320,540,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_320X540.psd,COPY,TEXT,2,20,-3,281,198,3,320,540,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_320X900.psd,BACKGROUND,BACKGROUND,-1,0,0,320,900,0,320,900,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_320X900.psd,SKUs,PRODUCT,2,149,379,165,489,1,320,900,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_320X900.psd,SKUs,PRODUCT,2,9,379,164,489,2,320,900,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_320X900.psd,COPY,TEXT,2,-7,14,333,233,3,320,900,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_320X900.psd,LOGO,LOGO,0,-79,728,478,263,4,320,900,1080.0,1920.0,,,,,,0
MDew_3840X1080.psd,BACKGROUND,BACKGROUND,-1,-253,-1046,5601,4628,0,3840,1080,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_3840X1080.psd,SKUs,PRODUCT,2,2982,69,615,1815,1,3840,1080,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_3840X1080.psd,SKUs,PRODUCT,2,2393,-8,610,1815,2,3840,1080,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_3840X1080.psd,COPY,TEXT,2,1,-54,1457,951,3,3840,1080,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_3840X1080.psd,LOGO,LOGO,0,-99,652,1110,593,4,3840,1080,1080.0,1920.0,,,,,,0
MDew_5760X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,5760,1080,0,5760,1080,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_5760X1080.psd,SKUs,PRODUCT,2,4133,72,621,1834,1,5760,1080,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_5760X1080.psd,SKUs,PRODUCT,2,3539,-6,616,1834,2,5760,1080,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_5760X1080.psd,LOGO,LOGO,0,4722,754,1036,356,3,5760,1080,1080.0,1920.0,,,,,,0
MDew_5760X1080.psd,COPY,TEXT,2,128,212,1966,677,4,5760,1080,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_7680X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,7680,1080,0,7680,1080,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_7680X1080.psd,SKUs,PRODUCT,2,5732,68,616,1816,1,7680,1080,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_7680X1080.psd,SKUs,PRODUCT,2,5143,-9,610,1816,2,7680,1080,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_7680X1080.psd,LOGO,LOGO,0,6548,747,1074,363,3,7680,1080,1080.0,1920.0,,,,,,0
MDew_7680X1080.psd,COPY,TEXT,2,146,130,2440,841,4,7680,1080,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_960X540.psd,BACKGROUND,BACKGROUND,-1,0,0,960,540,0,960,540,1080.0,1920.0,0.0,0.0,1080.0,1920.0,0.0,1
MDew_960X540.psd,SKUs,PRODUCT,2,719,68,227,669,1,960,540,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_960X540.psd,SKUs,PRODUCT,2,521,40,225,669,2,960,540,1080.0,1920.0,485.0,656.0,591.0,1673.0,1.0,1
MDew_960X540.psd,COPY,TEXT,2,-44,-47,600,420,3,960,540,1080.0,1920.0,57.0,46.0,967.0,696.0,3.0,1
MDew_960X540.psd,LOGO,LOGO,0,-194,235,674,515,4,960,540,1080.0,1920.0,,,,,,0
MM_1280X312.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,,,,,,,,0
MM_1280X312.psd,CTA,CTA,3,32,262,122,20,1,1280,312,,,,,,,,0
MM_1280X312.psd,PRICE,PRICE,3,31,98,65,32,2,1280,312,,,,,,,,0
MM_1280X312.psd,COPY,TEXT,2,31,30,222,63,3,1280,312,,,,,,,,0
MM_1280X312.psd,LOGO,LOGO,0,419,78,452,76,4,1280,312,,,,,,,,0
MM_1280X312.psd,SKUs,PRODUCT,2,364,41,877,240,5,1280,312,,,,,,,,0
MM_238X405.psd,BACKGROUND,BACKGROUND,-1,0,0,238,405,0,238,405,,,,,,,,0
MM_238X405.psd,SKUs,PRODUCT,2,-90,176,650,236,1,238,405,,,,,,,,0
MM_238X405.psd,LOGO,LOGO,0,30,137,179,30,2,238,405,,,,,,,,0
MM_238X405.psd,COPY,TEXT,2,32,32,147,68,3,238,405,,,,,,,,0
MM_238X405.psd,CTA,CTA,3,32,108,93,14,4,238,405,,,,,,,,0
MM_640X640.psd,BACKGROUND,BACKGROUND,-1,0,0,640,640,0,640,640,,,,,,,,0
MM_640X640.psd,SKUs,PRODUCT,2,32,286,576,322,1,640,640,,,,,,,,0
MM_640X640.psd,COPY,TEXT,2,31,31,359,72,2,640,640,,,,,,,,0
MM_640X640.psd,CTA,CTA,3,33,135,134,20,3,640,640,,,,,,,,0
MM_640X640.psd,LOGO,LOGO,0,52,365,329,55,4,640,640,,,,,,,,0
PepsiConvention_10464X384.psd,BACKGROUND,BACKGROUND,-1,0,0,10464,384,0,10464,384,,,,,,,,0
PepsiConvention_10464X384.psd,COPY,TEXT,2,1789,108,6892,170,1,10464,384,,,,,,,,0
PepsiConvention_10464X384.psd,LOGO,LOGO,0,9336,0,379,379,2,10464,384,,,,,,,,0
PepsiConvention_10464X384.psd,LOGO,LOGO,0,752,0,379,379,3,10464,384,,,,,,,,0
PepsiConvention_1920X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,1920,1080,0,1920,1080,,,,,,,,0
PepsiConvention_1920X1080.psd,LOGO,LOGO,0,1136,215,617,617,1,1920,1080,,,,,,,,0
PepsiConvention_1920X1080.psd,COPY,TEXT,2,127,307,897,468,2,1920,1080,,,,,,,,0
PepsiConvention_676X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,676,1080,0,676,1080,,,,,,,,0
PepsiConvention_676X1080.psd,COPY,TEXT,2,62,684,551,287,1,676,1080,,,,,,,,0
PepsiConvention_676X1080.psd,LOGO,LOGO,0,137,139,401,401,2,676,1080,,,,,,,,0
Pepsi_1080X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,1080,1080,0,1080,1080,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_1080X1080.psd,COPY,TEXT,2,599,131,426,169,1,1080,1080,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_1080X1080.psd,SKUs,PRODUCT,2,661,356,305,593,2,1080,1080,1920.0,1080.0,773.0,210.0,373.0,725.0,2.0,1
Pepsi_1080X1080.psd,LOGO,LOGO,0,27,337,482,436,3,1080,1080,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_1200X628.psd,BACKGROUND,BACKGROUND,-1,0,0,1200,628,0,1200,628,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_1200X628.psd,COPY,TEXT,2,734,62,342,134,1,1200,628,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_1200X628.psd,SKUs,PRODUCT,2,812,231,185,360,2,1200,628,1920.0,1080.0,773.0,210.0,373.0,725.0,2.0,1
Pepsi_1200X628.psd,LOGO,LOGO,0,76,124,452,408,3,1200,628,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_160X600.psd,BACKGROUND,BACKGROUND,-1,0,0,160,600,0,160,600,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_160X600.psd,COPY,TEXT,2,12,396,135,91,1,160,600,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_160X600.psd,SKUs,PRODUCT,2,34,183,93,180,2,160,600,1920.0,1080.0,773.0,210.0,373.0,725.0,2.0,1
Pepsi_160X600.psd,CTA,CTA,3,14,521,131,31,3,160,600,1920.0,1080.0,1218.0,638.0,603.0,150.0,4.0,1
Pepsi_160X600.psd,LOGO,LOGO,0,9,75,142,86,4,160,600,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_300X250.psd,BACKGROUND,BACKGROUND,-1,0,0,300,250,0,300,250,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_300X250.psd,SKUs,PRODUCT,2,197,78,56,111,1,300,250,1920.0,1080.0,773.0,210.0,373.0,725.0,2.0,1
Pepsi_300X250.psd,CTA,CTA,3,175,202,100,24,2,300,250,1920.0,1080.0,1218.0,638.0,603.0,150.0,4.0,1
Pepsi_300X250.psd,LOGO,LOGO,0,12,72,126,133,3,300,250,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_300X250.psd,COPY,TEXT,2,176,26,98,40,4,300,250,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_300X50.psd,BACKGROUND,BACKGROUND,-1,0,0,300,50,0,300,50,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_300X50.psd,CTA,CTA,3,225,17,67,16,1,300,50,1920.0,1080.0,1218.0,638.0,603.0,150.0,4.0,1
Pepsi_300X50.psd,COPY,TEXT,2,141,11,74,31,2,300,50,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_300X50.psd,LOGO,LOGO,0,9,3,122,45,3,300,50,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_300X600.psd,BACKGROUND,BACKGROUND,-1,0,0,300,600,0,300,600,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_300X600.psd,COPY,TEXT,2,24,361,253,101,1,300,600,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_300X600.psd,CTA,CTA,3,51,491,198,47,2,300,600,1920.0,1080.0,1218.0,638.0,603.0,150.0,4.0,1
Pepsi_300X600.psd,LOGO,LOGO,0,34,50,235,226,3,300,600,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_320X50.psd,BACKGROUND,BACKGROUND,-1,0,0,320,50,0,320,50,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_320X50.psd,COPY,TEXT,2,146,10,82,33,1,320,50,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_320X50.psd,CTA,CTA,3,236,17,76,18,2,320,50,1920.0,1080.0,1218.0,638.0,603.0,150.0,4.0,1
Pepsi_320X50.psd,LOGO,LOGO,0,10,3,128,46,3,320,50,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_720X1280.psd,BACKGROUND,BACKGROUND,-1,0,0,720,1280,0,720,1280,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_720X1280.psd,COPY,TEXT,2,62,931,597,237,1,720,1280,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_720X1280.psd,SKUs,PRODUCT,2,240,402,242,469,2,720,1280,1920.0,1080.0,773.0,210.0,373.0,725.0,2.0,1
Pepsi_720X1280.psd,LOGO,LOGO,0,116,147,491,225,3,720,1280,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_728X90.psd,BACKGROUND,BACKGROUND,-1,0,0,728,90,0,728,90,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_728X90.psd,COPY,TEXT,2,337,11,172,69,1,728,90,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_728X90.psd,CTA,CTA,3,537,24,178,42,2,728,90,1920.0,1080.0,1218.0,638.0,603.0,150.0,4.0,1
Pepsi_728X90.psd,LOGO,LOGO,0,49,-3,241,100,3,728,90,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
Pepsi_800X418.psd,BACKGROUND,BACKGROUND,-1,0,0,800,418,0,800,418,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Pepsi_800X418.psd,COPY,TEXT,2,463,27,270,107,1,800,418,1920.0,1080.0,1218.0,338.0,614.0,243.0,3.0,1
Pepsi_800X418.psd,SKUs,PRODUCT,2,538,158,122,237,2,800,418,1920.0,1080.0,773.0,210.0,373.0,725.0,2.0,1
Pepsi_800X418.psd,LOGO,LOGO,0,42,76,317,296,3,800,418,1920.0,1080.0,79.0,393.0,656.0,295.0,1.0,1
PropelV1_1280X160.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,160,0,1280,160,,,,,,,,0
PropelV1_1280X160.psd,SKUs,PRODUCT,2,403,-97,319,357,1,1280,160,,,,,,,,0
PropelV1_1280X160.psd,CTA,CTA,3,31,124,118,19,2,1280,160,,,,,,,,0
PropelV1_1280X160.psd,LEGAL,LEGAL,3,756,136,312,10,3,1280,160,,,,,,,,0
PropelV1_1280X160.psd,SUB HEADING,TEXT,2,754,88,369,28,4,1280,160,,,,,,,,0
PropelV1_1280X160.psd,COPY,TEXT,2,32,48,330,66,5,1280,160,,,,,,,,0
PropelV1_1280X160.psd,COPY,TEXT,2,754,17,290,66,6,1280,160,,,,,,,,0
PropelV1_1280X160.psd,PRICE,PRICE,3,640,69,88,89,7,1280,160,,,,,,,,0
PropelV1_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,,,,,,,,0
PropelV1_624X1420.psd,SKUs,PRODUCT,2,9,669,606,678,1,624,1420,,,,,,,,0
PropelV1_624X1420.psd,SUB HEADING,TEXT,2,31,517,506,39,2,624,1420,,,,,,,,0
PropelV1_624X1420.psd,SUB HEADING,TEXT,2,31,434,351,68,3,624,1420,,,,,,,,0
PropelV1_624X1420.psd,LEGAL,LEGAL,3,30,1375,375,13,4,624,1420,,,,,,,,0
PropelV1_624X1420.psd,COPY,TEXT,2,32,190,298,223,5,624,1420,,,,,,,,0
PropelV1_624X1420.psd,PRICE,PRICE,3,408,581,180,180,6,624,1420,,,,,,,,0
PropelV1_640X160.psd,BACKGROUND,BACKGROUND,-1,0,0,640,160,0,640,160,,,,,,,,0
PropelV1_640X160.psd,SKUs,PRODUCT,2,283,12,124,139,1,640,160,,,,,,,,0
PropelV1_640X160.psd,COPY,TEXT,2,31,32,237,52,2,640,160,,,,,,,,0
PropelV1_640X160.psd,SUB HEADING,TEXT,2,421,88,181,14,3,640,160,,,,,,,,0
PropelV1_640X160.psd,LEGAL,LEGAL,3,421,145,184,7,4,640,160,,,,,,,,0
PropelV1_640X160.psd,COPY,TEXT,2,421,37,187,43,5,640,160,,,,,,,,0
PropelV1_640X160.psd,PRICE,PRICE,3,366,94,53,54,6,640,160,,,,,,,,0
PropelV1_716X496.psd,BACKGROUND,BACKGROUND,-1,0,0,1152,560,0,1152,560,,,,,,,,0
PropelV1_716X496.psd,BACKGROUND,BACKGROUND,-1,404,32,716,496,1,1152,560,,,,,,,,0
PropelV1_716X496.psd,SUB HEADING,TEXT,2,433,358,242,66,2,1152,560,,,,,,,,0
PropelV1_716X496.psd,SKUs,PRODUCT,2,716,69,372,416,3,1152,560,,,,,,,,0
PropelV1_716X496.psd,COPY,TEXT,2,30,165,333,67,4,1152,560,,,,,,,,0
PropelV1_716X496.psd,LEGAL,LEGAL,3,430,503,375,13,5,1152,560,,,,,,,,0
PropelV1_716X496.psd,CTA,CTA,3,30,262,128,23,6,1152,560,,,,,,,,0
PropelV1_716X496.psd,COPY,TEXT,2,431,181,218,163,7,1152,560,,,,,,,,0
PropelV1_716X496.psd,PRICE,PRICE,3,992,108,116,116,8,1152,560,,,,,,,,0
PropelV1_884X248.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,,,,,,,,0
PropelV1_884X248.psd,BACKGROUND,BACKGROUND,-1,364,32,884,248,1,1280,312,,,,,,,,0
PropelV1_884X248.psd,SKUs,PRODUCT,2,407,37,326,366,2,1280,312,,,,,,,,0
PropelV1_884X248.psd,CTA,CTA,3,32,260,122,21,3,1280,312,,,,,,,,0
PropelV1_884X248.psd,LEGAL,LEGAL,3,768,260,375,13,4,1280,312,,,,,,,,0
PropelV1_884X248.psd,COPY,TEXT,2,31,32,285,62,5,1280,312,,,,,,,,0
PropelV1_884X248.psd,SUB HEADING,TEXT,2,767,204,369,28,6,1280,312,,,,,,,,0
PropelV1_884X248.psd,COPY,TEXT,2,767,97,417,94,7,1280,312,,,,,,,,0
PropelV1_884X248.psd,PRICE,PRICE,3,635,160,110,109,8,1280,312,,,,,,,,0
PropelV2_1152X560.psd,BACKGROUND,BACKGROUND,-1,0,0,1152,560,0,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_1152X560.psd,BACKGROUND,BACKGROUND,-1,404,32,716,496,1,1152,560,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_1152X560.psd,SKUs,PRODUCT,2,684,157,440,288,2,1152,560,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_1152X560.psd,PRICE,PRICE,3,980,111,118,118,3,1152,560,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_1152X560.psd,SUB HEADING,TEXT,2,30,277,244,75,4,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1152X560.psd,COPY,TEXT,2,27,165,349,90,5,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1152X560.psd,LEGAL,LEGAL,3,444,502,234,13,6,1152,560,1920.0,1080.0,,,,,,0
PropelV2_1152X560.psd,COPY,TEXT,2,444,232,245,176,7,1152,560,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1152X560.psd,CTA,CTA,3,32,485,181,28,8,1152,560,1920.0,1080.0,,,,,,0
PropelV2_1280X160.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,160,0,1280,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_1280X160.psd,PRICE,PRICE,3,1028,56,97,97,1,1280,160,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_1280X160.psd,CTA,CTA,3,31,107,118,19,2,1280,160,1920.0,1080.0,,,,,,0
PropelV2_1280X160.psd,SUB HEADING,TEXT,2,31,83,243,19,3,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1280X160.psd,COPY,TEXT,2,32,48,425,29,4,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1280X160.psd,LEGAL,LEGAL,3,31,134,225,13,5,1280,160,1920.0,1080.0,,,,,,0
PropelV2_1280X160.psd,COPY,TEXT,2,766,76,227,71,6,1280,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_1280X160.psd,SKUs,PRODUCT,2,459,4,309,203,7,1280,160,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_238X405.psd,BACKGROUND,BACKGROUND,-1,0,0,238,405,0,238,405,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_238X405.psd,SKUs,PRODUCT,2,8,217,222,146,1,238,405,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_238X405.psd,PRICE,PRICE,3,152,190,54,54,2,238,405,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_238X405.psd,LEGAL,LEGAL,3,16,372,131,27,3,238,405,1920.0,1080.0,,,,,,0
PropelV2_238X405.psd,COPY,TEXT,2,31,96,176,53,4,238,405,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_238X405.psd,SUB HEADING,TEXT,2,32,161,130,42,5,238,405,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_624X1420.psd,SKUs,PRODUCT,2,-14,866,651,428,1,624,1420,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_624X1420.psd,PRICE,PRICE,3,421,658,178,178,2,624,1420,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_624X1420.psd,LEGAL,LEGAL,3,24,1386,234,13,3,624,1420,1920.0,1080.0,,,,,,0
PropelV2_624X1420.psd,COPY,TEXT,2,27,267,541,165,4,624,1420,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_624X1420.psd,SUB HEADING,TEXT,2,32,471,445,142,5,624,1420,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_640X160.psd,BACKGROUND,BACKGROUND,-1,0,0,640,160,0,640,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_640X160.psd,SKUs,PRODUCT,2,281,36,136,89,1,640,160,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_640X160.psd,PRICE,PRICE,3,547,32,61,61,2,640,160,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_640X160.psd,COPY,TEXT,2,421,67,143,44,3,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_640X160.psd,LEGAL,LEGAL,3,31,134,226,13,4,640,160,1920.0,1080.0,,,,,,0
PropelV2_640X160.psd,COPY,TEXT,2,30,32,239,54,5,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_640X160.psd,SUB HEADING,TEXT,2,30,95,244,19,6,640,160,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_884X248.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,312,0,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_884X248.psd,BACKGROUND,BACKGROUND,-1,364,32,884,248,1,1280,312,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
PropelV2_884X248.psd,SKUs,PRODUCT,2,364,54,389,255,2,1280,312,1920.0,1080.0,61.0,306.0,872.0,573.0,3.0,1
PropelV2_884X248.psd,PRICE,PRICE,3,1102,55,123,123,3,1280,312,1920.0,1080.0,627.0,200.0,212.0,212.0,4.0,1
PropelV2_884X248.psd,CTA,CTA,3,32,260,128,21,4,1280,312,1920.0,1080.0,,,,,,0
PropelV2_884X248.psd,SUB HEADING,TEXT,2,31,120,188,16,5,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_884X248.psd,COPY,TEXT,2,30,32,237,64,6,1280,312,1920.0,1080.0,970.0,404.0,374.0,278.0,1.0,1
PropelV2_884X248.psd,LEGAL,LEGAL,3,755,248,234,13,7,1280,312,1920.0,1080.0,,,,,,0
