file,layer_name,type,priority,x,y,width,height,z_index,canvas_width,canvas_height,kv_canvas_width,kv_canvas_height,kv_x,kv_y,kv_width,kv_height,kv_z_index,is_in_kv
Bubly_320X50.psd,COPY,TEXT,2,6,16,117,14,3,320,50,1706.0,1706.0,381.0,1341.0,910.0,146.0,1.0,1
Bubly_728X90.psd,BACKGROUND,BACKGROUND,-1,0,0,728,90,0,728,90,1706.0,1706.0,0.0,0.0,1706.0,1706.0,0.0,1
Bubly_728X90.psd,SKUs,PRODUCT,2,280,0,276,90,1,728,90,1706.0,1706.0,232.0,523.0,1273.0,570.0,3.0,1
Bubly_728X90.psd,COPY,TEXT,2,36,29,222,27,2,728,90,1706.0,1706.0,381.0,1341.0,910.0,146.0,1.0,1
Bubly_728X90.psd,CTA,CTA,3,576,28,130,34,3,728,90,1706.0,1706.0,,,,,,0
FoodService_1024X555.psd,BACKGROUND,BACKGROUND,-1,0,0,1024,555,0,1024,555,1298.0,1080.0,0.0,0.0,1298.0,1080.0,0.0,1
FoodService_1024X555.psd,SKUs,PRODUCT,2,563,168,177,242,1,1024,555,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1024X555.psd,SKUs,PRODUCT,2,439,191,130,335,2,1024,555,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1024X555.psd,SKUs,PRODUCT,2,731,109,122,329,3,1024,555,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1024X555.psd,SKUs,PRODUCT,2,851,86,177,261,4,1024,555,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1024X555.psd,SUB HEADING,TEXT,2,86,360,289,46,5,1024,555,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_1024X555.psd,COPY,TEXT,2,15,154,426,181,6,1024,555,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_1024X555.psd,LEGAL,LEGAL,3,15,498,424,48,7,1024,555,1298.0,1080.0,23.0,1057.0,223.0,9.0,5.0,1
FoodService_1080X1185.psd,BACKGROUND,BACKGROUND,-1,0,0,1080,1185,0,1080,1185,1298.0,1080.0,0.0,0.0,1298.0,1080.0,0.0,1
FoodService_1080X1185.psd,SUB HEADING,TEXT,2,311,354,470,74,1,1080,1185,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_1080X1185.psd,SKUs,PRODUCT,2,247,560,304,413,2,1080,1185,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1185.psd,SKUs,PRODUCT,2,50,594,212,563,3,1080,1185,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1185.psd,SKUs,PRODUCT,2,526,479,206,558,4,1080,1185,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1185.psd,SKUs,PRODUCT,2,727,429,303,447,5,1080,1185,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1185.psd,COPY,TEXT,2,195,18,693,295,6,1080,1185,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_1080X1185.psd,LEGAL,LEGAL,3,449,1102,610,67,7,1080,1185,1298.0,1080.0,23.0,1057.0,223.0,9.0,5.0,1
FoodService_1080X1920.psd,BACKGROUND,BACKGROUND,-1,0,0,1080,1920,0,1080,1920,1298.0,1080.0,0.0,0.0,1298.0,1080.0,0.0,1
FoodService_1080X1920.psd,SUB HEADING,TEXT,2,262,432,569,91,1,1080,1920,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_1080X1920.psd,COPY,TEXT,2,120,25,841,358,2,1080,1920,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_1080X1920.psd,SKUs,PRODUCT,2,447,578,418,567,3,1080,1920,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1920.psd,SKUs,PRODUCT,2,95,535,292,774,4,1080,1920,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1920.psd,SKUs,PRODUCT,2,292,1144,283,767,5,1080,1920,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1920.psd,SKUs,PRODUCT,2,598,1174,417,614,6,1080,1920,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_1080X1920.psd,LEGAL,LEGAL,3,30,1787,280,120,7,1080,1920,1298.0,1080.0,23.0,1057.0,223.0,9.0,5.0,1
FoodService_600X500.psd,BACKGROUND,BACKGROUND,-1,0,0,600,500,0,600,500,1298.0,1080.0,0.0,0.0,1298.0,1080.0,0.0,1
FoodService_600X500.psd,SUB HEADING,TEXT,2,85,122,426,16,1,600,500,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_600X500.psd,COPY,TEXT,2,44,31,538,71,2,600,500,1298.0,1080.0,398.0,48.0,506.0,164.0,6.0,1
FoodService_600X500.psd,LEGAL,LEGAL,3,256,453,331,38,3,600,500,1298.0,1080.0,23.0,1057.0,223.0,9.0,5.0,1
FoodService_600X500.psd,SKUs,PRODUCT,2,163,214,141,191,4,600,500,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_600X500.psd,SKUs,PRODUCT,2,69,230,99,262,5,600,500,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_600X500.psd,SKUs,PRODUCT,2,295,166,95,259,6,600,500,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
FoodService_600X500.psd,SKUs,PRODUCT,2,390,148,141,207,7,600,500,1298.0,1080.0,804.0,275.0,267.0,701.0,1.0,1
Gatorade_HBTW_160X600.psd,BACKGROUND,BACKGROUND,-1,0,0,160,600,0,160,600,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_HBTW_160X600.psd,LOGO,LOGO,0,51,394,59,63,1,160,600,1920.0,1080.0,19.0,535.0,10.0,367.0,2.0,1
Gatorade_HBTW_160X600.psd,SKUs,PRODUCT,2,4,189,166,275,2,160,600,1920.0,1080.0,287.0,238.0,1330.0,842.0,1.0,1
Gatorade_HBTW_160X600.psd,LEGAL,LEGAL,3,22,479,116,11,3,160,600,1920.0,1080.0,,,,,,0
Gatorade_HBTW_160X600.psd,CTA,CTA,3,29,523,105,55,4,160,600,1920.0,1080.0,,,,,,0
Gatorade_HBTW_160X600.psd,COPY,TEXT,2,15,36,132,123,5,160,600,1920.0,1080.0,51.0,55.0,1818.0,126.0,3.0,1
Gatorade_HBTW_300X250.psd,BACKGROUND,BACKGROUND,-1,0,0,300,250,0,300,250,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_HBTW_300X250.psd,LOGO,LOGO,0,271,165,27,30,1,300,250,1920.0,1080.0,19.0,535.0,10.0,367.0,2.0,1
Gatorade_HBTW_300X250.psd,SKUs,PRODUCT,2,34,40,243,208,2,300,250,1920.0,1080.0,287.0,238.0,1330.0,842.0,1.0,1
Gatorade_HBTW_300X250.psd,LEGAL,LEGAL,3,3,188,167,5,3,300,250,1920.0,1080.0,,,,,,0
Gatorade_HBTW_300X250.psd,CTA,CTA,3,38,209,225,30,4,300,250,1920.0,1080.0,,,,,,0
Gatorade_HBTW_300X250.psd,COPY,TEXT,2,21,14,258,19,5,300,250,1920.0,1080.0,51.0,55.0,1818.0,126.0,3.0,1
Gatorade_HBTW_320X480.psd,BACKGROUND,BACKGROUND,-1,0,0,320,480,0,320,480,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_HBTW_320X480.psd,LOGO,LOGO,0,136,346,50,53,1,320,480,1920.0,1080.0,19.0,535.0,10.0,367.0,2.0,1
Gatorade_HBTW_320X480.psd,SKUs,PRODUCT,2,4,138,321,275,2,320,480,1920.0,1080.0,287.0,238.0,1330.0,842.0,1.0,1
Gatorade_HBTW_320X480.psd,LEGAL,LEGAL,3,47,407,228,5,3,320,480,1920.0,1080.0,,,,,,0
Gatorade_HBTW_320X480.psd,CTA,CTA,3,51,433,218,30,4,320,480,1920.0,1080.0,,,,,,0
Gatorade_HBTW_320X480.psd,COPY,TEXT,2,32,52,252,65,5,320,480,1920.0,1080.0,51.0,55.0,1818.0,126.0,3.0,1
Gatorade_HBTW_320X50.psd,BACKGROUND,BACKGROUND,-1,0,0,320,50,0,320,50,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_HBTW_320X50.psd,LOGO,LOGO,0,6,12,25,27,1,320,50,1920.0,1080.0,19.0,535.0,10.0,367.0,2.0,1
Gatorade_HBTW_320X50.psd,SKUs,PRODUCT,2,182,3,53,87,2,320,50,1920.0,1080.0,287.0,238.0,1330.0,842.0,1.0,1
Gatorade_HBTW_320X50.psd,LEGAL,LEGAL,3,42,40,140,4,3,320,50,1920.0,1080.0,,,,,,0
Gatorade_HBTW_320X50.psd,CTA,CTA,3,253,18,54,15,4,320,50,1920.0,1080.0,,,,,,0
Gatorade_HBTW_320X50.psd,COPY,TEXT,2,42,6,125,33,5,320,50,1920.0,1080.0,51.0,55.0,1818.0,126.0,3.0,1
Gatorade_HBTW_728X90.psd,BACKGROUND,BACKGROUND,-1,0,0,728,90,0,728,90,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_HBTW_728X90.psd,LOGO,LOGO,0,18,16,57,61,1,728,90,1920.0,1080.0,19.0,535.0,10.0,367.0,2.0,1
Gatorade_HBTW_728X90.psd,SKUs,PRODUCT,2,391,8,187,160,2,728,90,1920.0,1080.0,287.0,238.0,1330.0,842.0,1.0,1
Gatorade_HBTW_728X90.psd,LEGAL,LEGAL,3,112,77,257,7,3,728,90,1920.0,1080.0,,,,,,0
Gatorade_HBTW_728X90.psd,CTA,CTA,3,604,30,109,30,4,728,90,1920.0,1080.0,,,,,,0
Gatorade_HBTW_728X90.psd,COPY,TEXT,2,112,15,229,59,5,728,90,1920.0,1080.0,51.0,55.0,1818.0,126.0,3.0,1
Gatorade_KHKG_1140X40.psd,BACKGROUND,BACKGROUND,-1,0,0,1140,40,0,1140,40,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_1140X40.psd,LOGO,LOGO,0,21,5,27,30,1,1140,40,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_1140X40.psd,SKUs,PRODUCT,2,518,2,52,51,2,1140,40,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_1140X40.psd,SKUs,PRODUCT,2,778,0,53,53,3,1140,40,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_1140X40.psd,SKUs,PRODUCT,2,923,4,21,62,4,1140,40,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_1140X40.psd,SKUs,PRODUCT,2,664,3,24,56,5,1140,40,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_1140X40.psd,CTA,CTA,3,1024,6,77,29,6,1140,40,811.0,1411.0,63.0,1036.0,687.0,303.0,6.0,1
Gatorade_KHKG_1140X40.psd,COPY,TEXT,2,66,14,179,13,7,1140,40,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_1140X40.psd,SUB HEADING,TEXT,2,252,10,145,17,8,1140,40,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_160X600.psd,BACKGROUND,BACKGROUND,-1,0,0,160,600,0,160,600,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_160X600.psd,LOGO,LOGO,0,47,21,61,65,1,160,600,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_160X600.psd,SKUs,PRODUCT,2,-10,275,175,211,2,160,600,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_160X600.psd,CTA,CTA,3,27,485,105,40,3,160,600,811.0,1411.0,63.0,1036.0,687.0,303.0,6.0,1
Gatorade_KHKG_160X600.psd,COPY,TEXT,2,20,94,120,65,4,160,600,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_160X600.psd,SUB HEADING,TEXT,2,34,170,93,30,5,160,600,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_160X600.psd,FIXED,FIXED,4,0,540,160,60,6,160,600,811.0,1411.0,,,,,,0
Gatorade_KHKG_250X250.psd,BACKGROUND,BACKGROUND,-1,0,0,250,250,0,250,250,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_250X250.psd,LOGO,LOGO,0,13,13,33,38,1,250,250,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_250X250.psd,SKUs,PRODUCT,2,103,70,148,130,2,250,250,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_250X250.psd,SUB HEADING,TEXT,2,13,101,83,29,3,250,250,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_250X250.psd,COPY,TEXT,2,13,59,126,35,4,250,250,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_250X250.psd,FIXED,FIXED,4,0,196,250,56,5,250,250,811.0,1411.0,,,,,,0
Gatorade_KHKG_300X250.psd,BACKGROUND,BACKGROUND,-1,0,0,300,250,0,300,250,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_300X250.psd,CTA,CTA,3,19,199,105,40,1,300,250,811.0,1411.0,63.0,1036.0,687.0,303.0,6.0,1
Gatorade_KHKG_300X250.psd,SKUs,PRODUCT,2,126,105,173,151,2,300,250,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_300X250.psd,LOGO,LOGO,0,19,11,46,53,3,300,250,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_300X250.psd,SUB HEADING,TEXT,2,18,123,92,28,4,300,250,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_300X250.psd,COPY,TEXT,2,18,74,153,43,5,300,250,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_300X600.psd,BACKGROUND,BACKGROUND,-1,0,0,300,600,0,300,600,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_300X600.psd,SKUs,PRODUCT,2,0,241,296,245,1,300,600,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_300X600.psd,CTA,CTA,3,97,484,105,40,2,300,600,811.0,1411.0,63.0,1036.0,687.0,303.0,6.0,1
Gatorade_KHKG_300X600.psd,FIXED,FIXED,4,-1,540,600,61,3,300,600,811.0,1411.0,,,,,,0
Gatorade_KHKG_300X600.psd,COPY,TEXT,2,73,102,153,43,4,300,600,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_300X600.psd,SUB HEADING,TEXT,2,68,158,164,16,5,300,600,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_300X600.psd,LOGO,LOGO,0,122,31,56,63,6,300,600,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_314X60.psd,BACKGROUND,BACKGROUND,-1,0,0,314,60,0,314,60,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_314X60.psd,SKUs,PRODUCT,2,201,5,28,83,1,314,60,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_314X60.psd,SKUs,PRODUCT,2,166,6,32,75,2,314,60,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_314X60.psd,LOGO,LOGO,0,17,9,36,41,3,314,60,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_314X60.psd,CTA,CTA,3,238,18,70,26,4,314,60,811.0,1411.0,63.0,1036.0,687.0,303.0,6.0,1
Gatorade_KHKG_314X60.psd,COPY,TEXT,2,64,19,98,27,5,314,60,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_486X58.psd,BACKGROUND,BACKGROUND,-1,0,0,486,58,0,486,58,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_486X58.psd,SKUs,PRODUCT,2,218,6,73,72,1,486,58,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_486X58.psd,SKUs,PRODUCT,2,311,5,69,71,2,486,58,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_486X58.psd,LOGO,LOGO,0,10,11,34,38,3,486,58,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_486X58.psd,CTA,CTA,3,402,17,73,27,4,486,58,811.0,1411.0,63.0,1036.0,687.0,303.0,6.0,1
Gatorade_KHKG_486X58.psd,COPY,TEXT,2,56,10,98,26,5,486,58,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_486X58.psd,SUB HEADING,TEXT,2,56,37,124,14,6,486,58,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_970X250.psd,BACKGROUND,BACKGROUND,-1,0,0,970,250,0,970,250,811.0,1411.0,0.0,0.0,811.0,1411.0,0.0,1
Gatorade_KHKG_970X250.psd,LOGO,LOGO,0,35,83,82,95,1,970,250,811.0,1411.0,517.0,106.0,240.0,278.0,1.0,1
Gatorade_KHKG_970X250.psd,SKUs,PRODUCT,2,438,-3,353,269,2,970,250,811.0,1411.0,29.0,430.0,747.0,619.0,2.0,1
Gatorade_KHKG_970X250.psd,COPY,TEXT,2,165,71,275,76,3,970,250,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_970X250.psd,SUB HEADING,TEXT,2,166,157,164,16,4,970,250,811.0,1411.0,51.0,397.0,295.0,17.0,3.0,1
Gatorade_KHKG_970X250.psd,FIXED,FIXED,4,808,0,162,250,5,970,250,811.0,1411.0,,,,,,0
Gatorade_Mashups_1080X1080.psd,BACKGROUND,BACKGROUND,-1,0,0,1080,1080,0,1080,1080,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_1080X1080.psd,SKUs,PRODUCT,2,280,424,514,590,1,1080,1080,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_1080X1080.psd,LOGO,LOGO,0,842,886,174,139,2,1080,1080,1920.0,1080.0,,,,,,0
Gatorade_Mashups_1080X1080.psd,COPY,TEXT,2,168,96,741,209,3,1080,1080,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_1200X628.psd,BACKGROUND,BACKGROUND,-1,0,0,1200,628,0,1200,628,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_1200X628.psd,SKUs,PRODUCT,2,621,61,451,518,1,1200,628,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_1200X628.psd,COPY,TEXT,2,38,191,453,254,2,1200,628,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_1200X628.psd,LOGO,LOGO,0,15,30,124,98,3,1200,628,1920.0,1080.0,,,,,,0
Gatorade_Mashups_160X600.psd,BACKGROUND,BACKGROUND,-1,0,0,160,600,0,160,600,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_160X600.psd,SKUs,PRODUCT,2,33,159,96,179,1,160,600,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_160X600.psd,SKUs,PRODUCT,2,36,364,90,178,2,160,600,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_160X600.psd,CTA,CTA,3,8,557,144,30,3,160,600,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_Mashups_160X600.psd,COPY,TEXT,2,17,64,126,70,4,160,600,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_160X600.psd,LOGO,LOGO,0,52,12,55,43,5,160,600,1920.0,1080.0,,,,,,0
Gatorade_Mashups_300X250.psd,BACKGROUND,BACKGROUND,-1,0,0,300,250,0,300,250,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_300X250.psd,SKUs,PRODUCT,2,160,62,139,160,1,300,250,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_300X250.psd,COPY,TEXT,2,5,74,136,77,2,300,250,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_300X250.psd,LOGO,LOGO,0,5,10,46,36,3,300,250,1920.0,1080.0,,,,,,0
Gatorade_Mashups_300X250.psd,CTA,CTA,3,12,164,121,25,4,300,250,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_Mashups_300X50.psd,BACKGROUND,BACKGROUND,-1,0,0,300,50,0,300,50,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_300X50.psd,SKUs,PRODUCT,2,126,3,86,76,1,300,50,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_300X50.psd,CTA,CTA,3,213,17,78,17,2,300,50,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_Mashups_300X50.psd,COPY,TEXT,2,55,6,64,37,3,300,50,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_300X50.psd,LOGO,LOGO,0,11,10,38,30,4,300,50,1920.0,1080.0,,,,,,0
Gatorade_Mashups_300X600.psd,BACKGROUND,BACKGROUND,-1,0,0,300,600,0,300,600,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_300X600.psd,SKUs,PRODUCT,2,42,256,218,250,1,300,600,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_300X600.psd,COPY,TEXT,2,40,64,222,124,2,300,600,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_300X600.psd,LOGO,LOGO,0,12,12,54,43,3,300,600,1920.0,1080.0,,,,,,0
Gatorade_Mashups_300X600.psd,CTA,CTA,3,41,530,219,46,4,300,600,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_Mashups_320X50.psd,BACKGROUND,BACKGROUND,-1,0,0,320,50,0,320,50,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_320X50.psd,LOGO,LOGO,0,10,10,39,31,1,320,50,1920.0,1080.0,,,,,,0
Gatorade_Mashups_320X50.psd,SKUs,PRODUCT,2,131,1,89,78,2,320,50,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_320X50.psd,CTA,CTA,3,226,16,87,19,3,320,50,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_Mashups_320X50.psd,COPY,TEXT,2,54,6,67,38,4,320,50,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_720X1280.psd,BACKGROUND,BACKGROUND,-1,0,0,720,1280,0,720,1280,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_720X1280.psd,SKUs,PRODUCT,2,100,587,533,613,1,720,1280,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_720X1280.psd,COPY,TEXT,2,105,141,517,298,2,720,1280,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_720X1280.psd,LOGO,LOGO,0,23,23,136,108,3,720,1280,1920.0,1080.0,,,,,,0
Gatorade_Mashups_728X90.psd,BACKGROUND,BACKGROUND,-1,0,0,728,90,0,728,90,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_728X90.psd,CTA,CTA,3,505,25,196,41,1,728,90,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_Mashups_728X90.psd,COPY,TEXT,2,139,8,135,76,2,728,90,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_728X90.psd,SKUs,PRODUCT,2,304,7,172,152,3,728,90,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_728X90.psd,LOGO,LOGO,0,32,11,89,70,4,728,90,1920.0,1080.0,,,,,,0
Gatorade_Mashups_800X418.psd,BACKGROUND,BACKGROUND,-1,0,0,800,418,0,800,418,1920.0,1080.0,0.0,-7.0,1920.0,1094.0,0.0,1
Gatorade_Mashups_800X418.psd,SKUs,PRODUCT,2,305,38,477,395,1,800,418,1920.0,1080.0,872.0,96.0,1030.0,997.0,4.0,1
Gatorade_Mashups_800X418.psd,COPY,TEXT,2,45,124,244,137,2,800,418,1920.0,1080.0,180.0,95.0,542.0,304.0,3.0,1
Gatorade_Mashups_800X418.psd,LOGO,LOGO,0,142,56,50,55,3,800,418,1920.0,1080.0,,,,,,0
Gatorade_Mashups_800X418.psd,CTA,CTA,3,45,277,244,91,4,800,418,1920.0,1080.0,79.0,640.0,744.0,181.0,1.0,1
Gatorade_NFL_1280X160.psd,BACKGROUND,BACKGROUND,-1,0,0,1280,160,0,1280,160,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_NFL_1280X160.psd,LOGO,LOGO,0,477,51,132,79,1,1280,160,1920.0,1080.0,222.0,674.0,414.0,244.0,5.0,1
Gatorade_NFL_1280X160.psd,SKUs,PRODUCT,2,658,12,450,143,2,1280,160,1920.0,1080.0,724.0,48.0,1498.0,986.0,1.0,1
Gatorade_NFL_1280X160.psd,CTA,CTA,3,31,107,115,19,3,1280,160,1920.0,1080.0,,,,,,0
Gatorade_NFL_1280X160.psd,SUB HEADING,TEXT,2,32,83,141,16,4,1280,160,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
Gatorade_NFL_1280X160.psd,COPY,TEXT,2,32,48,425,29,5,1280,160,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
Gatorade_NFL_238X405.psd,BACKGROUND,BACKGROUND,-1,0,0,238,405,0,238,405,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_NFL_238X405.psd,SKUs,PRODUCT,2,7,159,231,146,1,238,405,1920.0,1080.0,724.0,48.0,1498.0,986.0,1.0,1
Gatorade_NFL_238X405.psd,LOGO,LOGO,0,64,326,112,66,2,238,405,1920.0,1080.0,222.0,674.0,414.0,244.0,5.0,1
Gatorade_NFL_238X405.psd,CTA,CTA,3,32,114,118,19,3,238,405,1920.0,1080.0,,,,,,0
Gatorade_NFL_238X405.psd,COPY,TEXT,2,32,31,132,77,4,238,405,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
Gatorade_NFL_624X1420.psd,BACKGROUND,BACKGROUND,-1,0,0,624,1420,0,624,1420,1920.0,1080.0,0.0,0.0,1920.0,1080.0,0.0,1
Gatorade_NFL_624X1420.psd,SKUs,PRODUCT,2,-26,512,700,457,1,624,1420,1920.0,1080.0,724.0,48.0,1498.0,986.0,1.0,1
Gatorade_NFL_624X1420.psd,LOGO,LOGO,0,106,1060,412,240,2,624,1420,1920.0,1080.0,222.0,674.0,414.0,244.0,5.0,1
Gatorade_NFL_624X1420.psd,SUB HEADING,TEXT,2,32,274,348,36,3,624,1420,1920.0,1080.0,89.0,177.0,679.0,331.0,3.0,1
